BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,14700,47177,68456,HomeImp,ProfExe,3,0,0,193.6850688,2,18,34.54253324
1,14700,148396,162403,DebtCon,Mgr,13,0,0,163.4989942,0,31,35.42841566
0,14700,10098,51653,DebtCon,ProfExe,3,0,0,302.652472,0,16,18.42392382
0,14700,106417,123580,HomeImp,ProfExe,9,0,0,166.4960653,3,31,29.31671006
0,14700,27235,39102,HomeImp,Other,8,0,0,71.42081509,2,11,29.15169816
0,14700,65660,81937,DebtCon,Office,2,0,0,106.6575189,1,19,25.19780688
0,14700,35164,68061,DebtCon,ProfExe,5,0,0,245.6705776,1,16,23.11228982
0,14700,90662,111778,DebtCon,ProfExe,1,1,1,148.4232463,0,33,31.77010155
0,14700,35832,66260,DebtCon,ProfExe,7,0,0,277.7940868,0,16,23.70535928
0,14800,100255,116160,DebtCon,Other,10,0,0,184.7772142,0,26,34.48399039
0,14800,53738,66258,DebtCon,Other,7,0,0,240.8634414,0,17,34.53249609
0,14800,30282,61986,DebtCon,ProfExe,7,0,0,249.2488046,0,16,21.00928089
0,14800,41807,50931,DebtCon,ProfExe,4,0,0,269.7185483,1,35,38.50788773
0,14800,16448,38774,DebtCon,Office,7,0,0,91.00553985,0,16,19.24035126
0,14800,73887,109451,DebtCon,Other,6,0,0,81.31481864,2,13,33.98140835
0,14900,70872,88731,DebtCon,Other,4,0,0,243.9979348,3,26,29.04802062
1,14900,54359,78408,DebtCon,Self,4,3,0,129.9677556,0,24,3.016141451
0,14900,66329,100824,HomeImp,ProfExe,9,0,0,279.2407514,0,11,36.19837544
0,14900,89872,118027,DebtCon,ProfExe,0,1,1,155.4454529,1,34,33.13569677
0,14900,22245,31531,DebtCon,Office,7,0,0,91.07421818,0,16,21.62058028
0,14900,44588,72331,DebtCon,ProfExe,6,0,0,156.3317445,2,11,28.16444054
0,14900,97646,139884,HomeImp,ProfExe,13,0,0,119.0831164,5,22,36.36059707
0,14900,49849,70075,DebtCon,Office,0,0,0,153.691869,0,25,30.9009156
0,14900,48649,81342,DebtCon,Mgr,3,0,0,110.0567314,0,8,28.8023987
1,14900,58204,71257,DebtCon,Office,3,3,2,206.5187349,1,50,43.76293027
0,14900,45797,71942,DebtCon,Other,11,0,0,233.6787307,0,17,33.55026521
0,14900,36120,57095,DebtCon,ProfExe,4,0,0,239.0236755,1,35,38.17162353
0,15000,96983,140487,HomeImp,ProfExe,15,0,0,132.421919,4,21,35.3484859
0,15000,26284,40908,DebtCon,ProfExe,20,0,1,198.8312038,1,16,32.01239231
0,15000,73187,111623,DebtCon,Other,4,0,0,98.13989369,2,14,36.23723367
0,15000,65584,92582,DebtCon,Other,10,0,0,82.94897322,2,10,34.3172408
0,15100,140193,176342,DebtCon,Mgr,11,0,0,248.1884191,0,20,30.0801582
0,15100,81461,93548,DebtCon,Other,2,0,0,160.1036,0,22,41.00736353
0,15100,72645,106343,DebtCon,Other,5,0,0,80.77214991,2,13,34.47559678
0,15100,49533,63607,DebtCon,Other,2,0,0,180.5232928,0,14,36.37718295
0,15100,60264,87110,HomeImp,ProfExe,5,0,0,111.399385,0,13,26.06204325
0,15100,53549,99812,DebtCon,ProfExe,4,0,0,127.1221472,2,21,37.95710368
0,15100,26196,45657,HomeImp,Other,9,0,0,86.71659339,1,12,29.32175447
0,15100,127045,163833,DebtCon,Office,4,0,0,135.9752767,0,21,25.86181234
0,15200,5076,66536,DebtCon,Sales,2,0,0,323.1020042,0,5,40.25292875
0,15200,59544,86360,HomeImp,ProfExe,5,0,0,120.1367083,0,12,27.61633383
0,15200,137128,184660,DebtCon,Mgr,11,0,0,254.3560201,0,21,28.81503564
0,15200,102925,114520,HomeImp,Office,3,0,0,137.3893727,0,22,36.44647661
0,15200,69320,89644,DebtCon,Other,11,0,0,91.74348238,2,11,31.11492975
1,15200,105328,113931,HomeImp,ProfExe,3,0,0,138.1335045,2,32,61.89063458
0,15200,142766,177998,DebtCon,Mgr,12,0,0,260.3834391,0,21,27.53327222
0,15200,34854,63519,DebtCon,ProfExe,6,0,0,275.4796976,0,15,20.78514557
0,15200,7879,95124,HomeImp,Other,13,0,1,270.2858992,0,22,29.16014082
0,15200,102699,121925,HomeImp,Office,2,0,0,155.9201487,0,22,36.74563904
0,15200,64028,95482,DebtCon,Office,2,0,0,174.1643955,0,24,24.86160353
0,15300,65298,94301,DebtCon,Office,1,0,0,150.4998679,4,19,31.35764214
0,15300,14695,48095,DebtCon,ProfExe,1,0,0,301.6576658,0,16,19.01244637
0,15300,82439,99896,DebtCon,ProfExe,1,0,0,281.2003291,1,21,39.4088714
0,15300,88251,103063,HomeImp,Other,18,0,0,127.5661883,3,23,28.17177747
0,15300,59083,96073,DebtCon,ProfExe,8,0,0,194.0054867,0,19,20.48797965
0,15300,53736,102094,HomeImp,Other,0,0,2,33.44969444,1,10,40.1048096
0,15300,33113,57991,DebtCon,Other,4,0,0,122.5788363,1,16,40.56988842
1,15300,49421,67343,DebtCon,Other,4,0,0,57.92941509,6,22,42.92961419
0,15400,103934,113696,DebtCon,Office,4,0,0,265.5863519,1,34,26.75040396
0,15400,48275,69427,DebtCon,ProfExe,17,0,0,202.5462196,0,15,23.16004059
0,15400,32855,69663,DebtCon,ProfExe,7,0,0,256.2275509,1,16,23.3103728
1,15400,180017,206148,DebtCon,Mgr,2,0,2,196.0336579,1,49,36.41734258
0,15400,59518,91172,DebtCon,Office,2,0,0,159.0035106,0,25,24.9904907
0,15400,58085,91192,DebtCon,ProfExe,10,0,0,191.344217,0,19,21.36431232
0,15400,34574,69751,DebtCon,ProfExe,6,0,0,254.0561961,1,16,22.72101357
0,15400,30703,57184,HomeImp,Other,10,0,0,122.8043265,0,10,18.15090215
0,15400,28669,43078,DebtCon,Mgr,14,1,0,108.1988949,1,17,24.67417485
0,15400,50121,67755,DebtCon,Other,3,0,0,168.748032,0,14,37.56086276
1,15500,57993,82248,DebtCon,Other,10,0,0,173.0729685,0,16,32.14246898
0,15500,36650,62963,DebtCon,ProfExe,6,0,0,260.8567886,0,16,24.29905935
0,15500,88929,115249,DebtCon,ProfExe,0,0,2,156.130914,0,34,32.0338704
0,15500,71412,93723,DebtCon,Mgr,19,0,0,238.5013159,11,24,35.96589822
0,15500,28269,52822,HomeImp,Other,9,0,0,120.6109212,1,9,18.18289192
0,15500,20800,173566,HomeImp,Self,6,0,0,292.0341855,0,26,25.56288193
1,15500,82054,104627,DebtCon,Sales,3,0,0,9.048515086,1,35,60.64575626
0,15600,102572,112721,DebtCon,Office,3,0,1,271.270791,0,33,29.63441489
0,15600,49151,62005,DebtCon,Other,4,0,0,185.653088,0,14,36.02110045
0,15600,27599,47615,HomeImp,Other,10,0,0,90.3276282,1,12,29.67474957
0,15600,75701,106389,DebtCon,ProfExe,0,0,0,278.6803944,2,21,40.10825906
0,15600,89312,110431,HomeImp,ProfExe,2,0,0,110.4299504,1,25,39.2128036
0,15600,105959,121747,DebtCon,Other,0,0,0,120.5331314,2,21,39.29481281
0,15600,92789,123455,DebtCon,Other,13,0,0,176.7349322,0,26,36.54427311
0,15600,68056,103179,HomeImp,ProfExe,7,0,0,263.3894092,1,12,37.1830778
0,15600,51990,141518,DebtCon,Other,1,0,0,272.5030662,3,43,39.30182319
1,15700,53443,77704,DebtCon,Office,2,0,5,73.08753889,0,16,45.19549587
0,15700,64793,99157,HomeImp,ProfExe,22,0,0,244.7316736,1,23,38.32818888
0,15700,135886,181894,DebtCon,Mgr,10,0,0,247.9650654,0,21,30.32639892
0,15700,48093,65686,DebtCon,ProfExe,3,0,0,149.9063788,1,12,30.48636123
0,15700,85384,101302,DebtCon,Other,1,0,0,128.2862471,0,22,41.56998354
0,15700,16804,34294,DebtCon,Mgr,9,0,0,131.7734232,0,10,23.97970277
0,15700,122646,204282,DebtCon,Other,2,0,0,201.9237078,0,17,26.31831366
0,15700,40314,60640,HomeImp,Other,25,0,0,255.5274603,0,13,22.54068012
0,15700,46124,67964,DebtCon,ProfExe,6,0,0,155.7547891,2,12,28.79791858
1,15700,53478,68885,DebtCon,Other,5,0,0,83.69551611,5,17,40.34993
0,15800,51281,144202,DebtCon,Other,1,0,0,285.9978979,4,43,41.5380511
0,15800,89765,111792,DebtCon,ProfExe,1,0,2,143.3555312,1,34,33.05883512
1,15800,104913,121214,DebtCon,ProfExe,2,0,0,134.0038302,0,21,44.91516055
0,15800,103537,111139,DebtCon,Office,3,0,1,252.2677576,1,34,27.67406397
0,15800,102552,138171,HomeImp,ProfExe,13,0,0,116.7631844,4,21,35.11315049
0,15800,41661,80457,DebtCon,Mgr,3,0,1,137.3175078,0,8,27.43409485
0,15800,20665,43790,DebtCon,Mgr,8,0,0,108.4139366,0,11,22.82689244
0,15900,95120,114674,DebtCon,Office,4,0,1,278.8920593,0,34,28.23229678
0,15900,46731,71521,DebtCon,ProfExe,18,0,0,192.1442355,0,22,40.36176991
0,15900,52012,105877,HomeImp,Other,0,0,2,50.53156169,1,10,40.39225654
0,15900,49516,105352,HomeImp,Other,0,0,2,54.43732562,0,9,40.27060762
0,15900,79660,96393,DebtCon,Other,4,2,0,84.205779,1,21,22.1131931
0,15900,102564,120724,DebtCon,ProfExe,0,0,0,125.8340702,0,30,37.99377579
0,15900,48563,64679,DebtCon,ProfExe,4,0,0,156.1013809,2,12,27.80854709
0,15900,42623,66458,DebtCon,ProfExe,4,0,0,146.8278925,1,12,30.28912984
0,15900,68304,92271,DebtCon,Other,1,1,2,113.2284034,2,25,32.88184693
0,15900,58518,82095,HomeImp,ProfExe,10,0,2,177.24778,0,14,28.81879312
0,15900,94078,118359,DebtCon,Other,13,0,0,125.5519994,1,8,37.78182264
0,15900,16744,52234,DebtCon,ProfExe,3,0,0,288.4159495,0,16,17.45222743
0,16000,32918,52482,DebtCon,ProfExe,3,0,0,259.5710207,0,34,40.347344
0,16000,74459,103255,DebtCon,Other,6,3,0,72.8645904,1,21,24.93522997
0,16000,88093,106943,DebtCon,ProfExe,7,0,0,207.2028505,1,36,42.5730795
0,16000,98338,115759,DebtCon,Other,8,0,0,296.0762618,1,19,30.06273571
0,16000,77067,94613,DebtCon,Other,5,0,0,207.4133904,3,18,41.05898907
0,16000,62973,87698,DebtCon,Office,1,0,0,156.4281155,0,24,23.57080084
0,16000,65901,85627,DebtCon,Office,5,0,0,117.3570325,0,20,21.44534142
0,16000,66395,85782,DebtCon,Other,1,2,1,99.51921755,1,25,33.20696963
0,16100,76644,103192,DebtCon,Other,5,2,0,76.07793545,0,20,24.18793386
0,16100,94089,159427,HomeImp,ProfExe,6,0,0,101.9604601,0,16,35.99497953
0,16100,107758,124610,DebtCon,ProfExe,0,0,0,129.1788981,0,29,34.2115674
0,16100,45973,64430,HomeImp,Office,3,0,0,117.0737532,0,17,33.8247164
1,16100,61712,82649,DebtCon,Other,12,0,0,94.6451236,0,9,27.5488312
0,16100,105719,116491,DebtCon,Other,1,0,0,117.8736121,2,20,38.7636997
0,16100,49244,65523,HomeImp,Office,2,0,0,110.2198934,0,17,31.00152371
0,16100,26276,168105,HomeImp,Self,7,0,0,336.1984645,0,26,25.99181995
0,16100,68905,91572,DebtCon,Office,3,0,0,165.4571246,0,25,24.92011999
0,16200,43794,69458,HomeImp,Office,2,0,0,140.5029163,0,18,31.10952867
0,16200,49552,82523,DebtCon,Mgr,4,0,0,131.7057154,1,8,28.17203289
0,16200,68873,101797,HomeImp,ProfExe,23,0,0,220.9651523,0,23,36.25933734
0,16200,62783,94394,DebtCon,Office,1,0,0,167.429347,0,25,23.69115685
1,16200,83448,135447,DebtCon,Mgr,17,0,5,129.7801316,9,19,45.55441548
1,16200,118585,131940,DebtCon,Sales,5,0,0,202.3851699,2,40,23.97711222
1,16200,23466,206368,DebtCon,Mgr,9,7,3,141.0274265,10,41,32.36849777
0,16200,76211,104348,DebtCon,Other,0,0,0,141.0468244,1,18,33.33441192
0,16200,81933,131208,DebtCon,ProfExe,13,0,0,308.5320272,0,19,29.60368375
0,16300,22352,165315,HomeImp,Self,9,0,0,304.3346951,0,27,27.56242667
0,16300,7774,88649,HomeImp,Other,14,0,1,257.9159219,0,22,28.13047878
0,16300,105169,134992,DebtCon,Other,1,0,0,277.9929456,0,46,41.9498545
0,16300,67524,85577,DebtCon,Other,8,0,0,75.43432799,3,11,31.76182878
0,16300,102826,114692,DebtCon,Other,8,0,0,317.5079738,1,18,31.91423801
0,16300,34297,42629,HomeImp,Other,9,0,0,80.48923834,2,11,30.28477259
0,16400,74904,92308,DebtCon,Other,6,0,0,202.4904448,3,19,42.42034531
0,16400,71264,94726,DebtCon,Other,1,0,0,177.2573424,1,31,35.03448136
0,16400,73466,89453,DebtCon,Other,4,0,0,198.8274238,3,19,41.52349741
0,16400,57651,76854,DebtCon,Office,1,0,0,172.2000922,0,25,31.81962217
0,16400,47428,76483,DebtCon,ProfExe,4,0,0,232.3155447,3,31,33.10683578
0,16400,58664,89589,DebtCon,Office,27,0,0,211.4411021,0,21,34.25636489
0,16400,65898,85424,HomeImp,ProfExe,10,0,1,173.5332104,0,14,26.93199486
0,16400,102103,133626,DebtCon,ProfExe,5,0,0,95.36634837,0,14,31.27518252
1,16500,52028,63745,DebtCon,Other,7,0,0,105.5303761,4,18,41.34484584
0,16500,44110,65748,DebtCon,Other,7,0,0,99.19355258,3,14,41.41563125
0,16500,23169,41677,DebtCon,ProfExe,20,0,0,208.0769432,2,15,34.43057515
1,16500,48833,68872,DebtCon,Other,1,0,0,60.39065229,0,12,22.45962439
0,16500,51758,138693,DebtCon,Other,2,0,0,283.0698409,5,43,39.71677072
0,16500,52030,158296,DebtCon,ProfExe,20,0,0,218.5392657,0,27,22.48479175
0,16500,48674,73720,DebtCon,ProfExe,17,0,0,186.4730715,0,23,38.37360781
0,16500,74263,98922,DebtCon,Office,0,0,0,139.8312465,3,20,31.81442935
0,16500,45441,76145,DebtCon,Mgr,4,0,0,124.0333832,1,8,28.17345068
0,16500,36206,53040,HomeImp,Other,9,0,0,118.3013718,0,9,17.74778355
0,16600,102543,119493,DebtCon,Office,3,0,0,276.6931852,0,33,29.28407186
0,16600,45877,68563,HomeImp,Office,2,1,0,119.5007647,0,18,33.07304835
0,16600,74681,95471,DebtCon,Other,6,0,0,187.6535104,4,19,40.45375316
0,16600,28694,44165,DebtCon,ProfExe,20,0,1,206.7176512,2,16,30.63902291
0,16700,62933,91790,DebtCon,Other,2,0,0,185.3724624,0,31,35.25727149
0,16700,64862,107919,HomeImp,ProfExe,10,0,0,260.1585478,0,11,36.82433903
0,16700,86076,130341,DebtCon,ProfExe,12,0,0,295.9543396,0,18,28.44799241
0,16700,31135,60478,DebtCon,Other,14,0,0,105.1332711,0,18,39.1229968
0,16700,29404,45209,DebtCon,ProfExe,20,0,1,195.5523296,2,16,31.05808436
0,16700,12830,56465,DebtCon,ProfExe,3,0,0,301.1485223,0,15,18.25148086
0,16700,105556,136568,DebtCon,Other,0,0,0,273.7250728,0,47,40.04168465
0,16800,57329,83695,DebtCon,Other,3,0,0,294.9997016,2,16,40.62505269
0,16800,56979,90008,HomeImp,ProfExe,10,0,2,178.9299564,1,12,27.8164203
0,16800,50050,140222,DebtCon,Other,4,0,0,272.4998353,5,43,40.03337824
1,16800,16204,27781,HomeImp,Other,1,10,0,190.5770968,0,9,27.14688565
1,16800,50445,71711,DebtCon,Other,5,0,0,71.23076169,5,18,40.58291348
0,16800,46312,67166,HomeImp,Other,27,0,0,241.5083839,0,14,26.22071743
0,16800,50135,93772,DebtCon,ProfExe,5,0,0,126.4894051,2,21,35.85635489
0,16800,144756,183810,DebtCon,Mgr,11,0,0,243.5422549,0,20,26.73398284
0,16800,94851,119053,DebtCon,Office,2,0,1,270.9986111,1,34,27.00923929
0,16900,71672,96677,DebtCon,Other,1,0,0,153.7916948,0,30,35.32783617
0,16900,47129,62342,DebtCon,Other,15,0,0,290.1489212,0,21,30.3185968
0,16900,67111,96985,HomeImp,ProfExe,21,0,0,233.7843986,1,23,37.32471132
0,16900,116357,209364,DebtCon,Other,4,0,0,221.1285548,0,16,27.9002639
0,16900,43643,80639,DebtCon,Mgr,3,0,0,128.5818237,1,8,28.89595485
0,16900,61847,91671,DebtCon,ProfExe,9,0,0,202.0534356,0,20,21.34825451
0,17000,73644,107086,DebtCon,ProfExe,0,0,0,280.4533436,2,20,37.77195785
0,17000,125257,161009,DebtCon,Office,3,0,0,129.7577996,1,21,27.6372066
0,17000,51682,67688,HomeImp,Office,2,0,0,135.1919065,0,18,33.05063637
0,17000,31772,60289,HomeImp,ProfExe,6,0,0,189.2369837,0,13,31.12574653
0,17000,70085,81598,DebtCon,Office,7,0,0,117.1953992,1,20,21.98183572
0,17000,97438,158780,DebtCon,Mgr,0,0,0,210.9126034,1,18,38.79674995
0,17000,26228,60979,HomeImp,ProfExe,7,0,0,188.2476105,0,13,29.62867649
0,17000,54780,93091,DebtCon,ProfExe,4,0,0,115.3753324,1,21,37.50862467
0,17000,118822,208429,DebtCon,Other,3,0,0,206.7370713,0,16,25.87399085
0,17000,96065,116416,DebtCon,Other,14,0,0,125.6730605,2,8,34.75618581
0,17000,25638,128433,DebtCon,Other,10,0,0,367.6645206,0,9,39.10689638
0,17100,56791,94396,DebtCon,ProfExe,7,0,0,110.2940878,1,21,36.1073409
0,17100,100082,119585,DebtCon,ProfExe,1,0,0,147.9158091,0,29,34.73427716
0,17100,22162,128989,DebtCon,Other,11,0,0,367.9970935,0,9,40.64091611
0,17100,59123,94247,DebtCon,Office,0,0,0,70.01636023,0,22,37.19508553
0,17100,46953,69086,DebtCon,ProfExe,6,0,0,165.6277883,2,11,29.2491436
0,17100,54598,115838,DebtCon,ProfExe,14,0,0,247.2958966,0,20,25.63211643
0,17100,91502,113251,DebtCon,Other,18,0,0,289.9544006,0,16,24.45832061
0,17200,6126,88603,HomeImp,Other,13,0,1,287.2608869,0,23,30.0987967
0,17200,7044,57831,DebtCon,Sales,0,0,0,330.9709043,0,6,37.94331514
0,17200,52011,65800,DebtCon,Other,7,0,1,120.3239792,2,48,30.55651187
0,17200,11950,170000,HomeImp,Mgr,22,0,0,77.28338497,1,20,28.82169866
0,17200,48999,76544,DebtCon,ProfExe,5,0,0,240.5227465,3,31,32.84175391
0,17200,35116,60489,DebtCon,Other,17,0,0,106.486237,1,18,38.80624071
0,17200,52276,69860,DebtCon,Office,0,0,0,180.9314878,0,25,30.58796698
0,17200,53849,102326,HomeImp,Other,1,0,3,57.16674512,1,9,39.99115424
0,17200,48427,66082,DebtCon,Mgr,29,0,0,283.8487591,1,16,38.39363467
0,17200,62840,92946,HomeImp,ProfExe,5,0,0,133.1594808,0,11,27.50354017
0,17300,51185,65537,DebtCon,Other,6,0,1,129.8379412,3,49,29.31159406
0,17300,35070,63862,DebtCon,Other,16,0,0,125.1315694,1,17,37.93651965
0,17300,90768,116052,DebtCon,Other,13,0,0,120.2414262,2,9,35.81087795
0,17300,65444,91244,DebtCon,ProfExe,8,0,0,202.0496827,0,19,21.57338522
1,17300,73503,91842,DebtCon,Other,0,0,6,142.3320756,1,32,46.90232438
0,17300,91350,107834,HomeImp,ProfExe,3,0,0,118.1330649,0,24,37.61084501
0,17300,57358,71617,DebtCon,Office,0,0,0,194.2933392,0,25,30.53780606
0,17300,51107,64135,HomeImp,Office,4,0,0,115.002195,0,17,32.25108612
0,17400,61035,90434,HomeImp,ProfExe,4,0,0,113.6359957,0,12,25.35719461
0,17400,58941,88470,HomeImp,ProfExe,4,0,0,123.2570546,0,12,25.55759334
0,17400,11147,166496,HomeImp,Mgr,23,0,0,73.46751776,1,19,29.53166415
0,17400,42876,66085,DebtCon,Mgr,26,0,0,281.5781525,1,16,38.02752168
0,17400,97072,155146,DebtCon,Mgr,0,0,0,204.1656163,0,19,40.50796477
1,17400,96590,112115,DebtCon,Other,0,6,0,178.6595894,2,46,41.11788749
0,17400,166345,202989,DebtCon,ProfExe,10,0,0,276.0663463,0,37,24.35659356
0,17400,55575,78661,DebtCon,Other,17,1,0,198.9896005,1,20,38.99143137
1,17400,79623,113658,DebtCon,Other,0,0,2,212.1291452,2,25,35.10671964
0,17500,92986,114276,DebtCon,Other,13,0,0,116.9613578,2,8,36.25138573
0,17500,101354,117209,DebtCon,ProfExe,1,0,0,136.1582225,0,30,36.8517233
0,17500,49968,68025,HomeImp,Office,3,0,0,126.0794526,0,18,34.10902705
0,17500,46636,72908,DebtCon,Other,7,0,0,110.2309072,3,15,41.51229209
0,17500,90221,113564,DebtCon,Other,19,0,0,265.1846253,1,17,27.02943897
0,17500,87294,114031,DebtCon,Other,15,0,0,147.0985835,2,8,34.46794
0,17500,103562,130613,DebtCon,Other,1,0,0,288.0084783,0,47,39.35835753
0,17600,53707,80407,DebtCon,Other,17,1,0,185.9782208,0,21,36.49405393
0,17600,56090,103992,HomeImp,Other,1,0,2,46.87513575,1,10,39.08182644
0,17600,72232,103081,DebtCon,Other,1,0,0,143.9671531,0,18,36.30996249
0,17600,79122,96116,DebtCon,Other,1,0,0,152.4437144,1,18,35.5896626
0,17600,29201,41396,DebtCon,Mgr,19,0,0,89.20252735,1,16,23.93494584
0,17600,67285,90816,DebtCon,Other,1,1,2,104.5928669,2,25,35.59225354
0,17600,71983,97939,DebtCon,Office,1,0,0,144.3662159,3,19,29.80858977
0,17600,106381,134476,DebtCon,Other,0,0,0,294.0732541,0,47,38.58165872
0,17600,39063,54561,DebtCon,Other,17,0,0,107.9438175,1,17,38.91921033
0,17600,48487,65665,DebtCon,Other,6,0,0,100.1740038,2,15,43.76968491
0,17700,10847,94611,HomeImp,Other,14,0,1,271.3966671,0,22,27.2833953
0,17700,64964,88856,DebtCon,Office,5,0,0,114.6676183,0,19,21.93300632
0,17700,60260,90196,HomeImp,ProfExe,11,0,1,177.8548455,0,14,29.60717111
0,17700,36253,57420,DebtCon,ProfExe,3,0,0,267.7835088,1,34,37.93457008
0,17700,85150,113104,DebtCon,ProfExe,11,0,0,148.0652591,2,19,38.96287206
1,17700,58016,76416,DebtCon,Office,4,0,0,28.01149175,5,10,41.46337333
0,17700,72911,97317,DebtCon,Mgr,1,0,0,82.39838379,0,17,25.32925087
0,17700,82302,111228,HomeImp,ProfExe,4,0,0,118.4559036,0,25,37.1605612
0,17800,83080,108348,HomeImp,ProfExe,1,0,0,132.6098608,0,25,36.45908768
0,17800,107736,113100,DebtCon,Other,1,0,0,135.1232249,2,20,38.93711224
0,17800,58942,91483,HomeImp,ProfExe,5,0,0,123.7366744,0,13,28.15595999
0,17800,68889,85642,DebtCon,Other,0,2,2,105.7679609,2,25,34.62992201
0,17800,13839,171378,HomeImp,Mgr,23,0,0,86.7026248,2,21,31.35960953
0,17800,13660,173360,HomeImp,Mgr,23,0,0,78.8388988,2,21,30.06279232
0,17800,54003,116434,DebtCon,ProfExe,18,0,0,268.715304,0,19,24.25197177
0,17800,69306,94504,HomeImp,ProfExe,7,0,0,85.85082998,0,15,32.2942169
1,17900,70046,135917,DebtCon,Self,1,1,2,138.0110083,0,16,38.2892023
0,17900,37265,53214,DebtCon,ProfExe,2,0,0,259.963831,0,34,39.83150056
0,17900,63559,81536,HomeImp,ProfExe,13,0,3,176.8707685,0,13,26.18976709
0,17900,66823,91680,DebtCon,Mgr,0,0,0,89.43649279,0,18,27.71065729
0,17900,110332,130756,DebtCon,Other,2,0,1,288.6555842,1,47,41.9463752
0,17900,68779,98623,DebtCon,Mgr,1,0,0,83.86164124,0,17,26.40566665
0,18000,63508,94991,DebtCon,Office,1,0,0,155.8847243,0,25,23.58566428
0,18000,65836,100292,HomeImp,ProfExe,22,0,0,237.1016319,0,24,36.33819671
0,18000,84824,115146,DebtCon,Other,21,0,0,293.9804358,0,16,27.09752347
0,18000,100822,118817,DebtCon,ProfExe,0,0,0,126.4264397,0,30,37.87741107
0,18000,74162,89823,DebtCon,Other,0,2,1,121.7614658,1,26,34.02520751
0,18000,50409,78404,DebtCon,ProfExe,9,0,0,191.2820789,0,42,39.48302397
0,18000,107546,176314,DebtCon,Office,6,0,0,218.0193861,3,23,40.15214366
0,18100,81916,104048,DebtCon,Other,0,0,0,154.4259959,0,18,33.67802577
0,18100,46145,72200,DebtCon,ProfExe,11,0,0,178.1920777,0,42,40.57402248
1,18100,23590,215548,DebtCon,Mgr,10,7,2,136.5300202,10,41,33.27229752
0,18100,62783,86066,DebtCon,Other,0,0,0,293.3585868,2,15,43.6177143
0,18100,89454,119019,DebtCon,Other,13,0,0,127.2461963,1,8,37.52527269
0,18100,22203,138057,DebtCon,Other,8,0,0,356.9090675,1,10,40.87438208
0,18100,73356,86885,DebtCon,Other,10,0,0,73.74671053,3,12,31.57101889
0,18100,32554,92419,DebtCon,ProfExe,8,0,0,164.9096132,1,20,29.01660998
0,18100,18611,171194,HomeImp,Self,5,0,0,313.0379453,0,26,27.19915401
1,18200,67809,89339,DebtCon,Sales,0,3,0,102.4609862,2,19,38.34534078
0,18200,13925,94898,DebtCon,Other,22,0,0,223.901918,2,41,35.99822541
0,18200,94727,136877,DebtCon,Mgr,15,0,0,168.9599682,2,26,36.05643747
0,18200,97146,124195,DebtCon,Office,24,0,0,278.3074217,2,17,32.72169498
0,18200,53646,156048,DebtCon,ProfExe,20,0,0,232.2971256,0,27,20.85606753
0,18200,120966,208782,DebtCon,Other,4,0,0,202.5343334,0,17,27.43664604
1,18200,95091,113294,DebtCon,ProfExe,15,0,3,188.504617,0,36,78.65438605
0,18200,78077,105522,DebtCon,ProfExe,0,0,0,278.4430216,2,22,38.9396509
0,18200,57980,79265,DebtCon,Other,16,0,0,194.0542928,0,20,37.72576061
0,18300,40018,65355,DebtCon,Other,16,1,0,287.9746298,0,21,28.36288297
0,18300,121001,210685,DebtCon,Other,2,0,0,192.9772854,0,16,26.86050033
0,18300,26982,59552,DebtCon,ProfExe,15,0,0,183.6144149,1,19,36.29961798
0,18300,90099,118545,DebtCon,ProfExe,12,0,0,140.5158506,3,18,38.89923169
0,18300,31427,60249,DebtCon,Other,16,0,0,110.5522774,0,18,40.00125599
0,18300,68096,99051,DebtCon,Mgr,1,0,0,85.8431617,0,17,27.63351648
0,18300,68517,97151,HomeImp,ProfExe,7,0,0,77.52181884,0,15,32.00405609
0,18400,68655,94322,HomeImp,ProfExe,8,0,0,76.79470126,0,15,32.74121014
0,18400,89101,118748,DebtCon,ProfExe,7,0,0,153.849763,2,21,21.76282696
0,18400,94280,122172,DebtCon,Office,23,0,0,280.0488336,2,16,33.36352866
0,18400,63569,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
1,18400,72718,98065,DebtCon,Other,8,0,0,119.0578171,0,19,35.36412843
1,18400,116228,148722,DebtCon,Other,1,0,0,159.1692347,2,25,38.07976182
0,18400,40673,60418,HomeImp,Other,27,0,0,247.6495789,0,13,24.98029896
0,18400,48970,69559,DebtCon,ProfExe,20,0,0,178.015833,0,23,39.70798807
0,18500,57174,91772,HomeImp,ProfExe,4,0,0,129.6632166,0,13,28.90447884
0,18500,46555,69186,DebtCon,ProfExe,19,0,0,187.2301325,0,22,38.18814386
0,18500,102472,115719,DebtCon,ProfExe,0,0,0,120.0902646,0,30,34.24344096
0,18500,10934,66367,DebtCon,Sales,1,0,0,326.5673282,0,5,38.15167101
0,18500,67686,95949,HomeImp,ProfExe,9,0,0,78.94907069,0,16,31.80824299
0,18500,49367,71485,DebtCon,ProfExe,10,0,0,175.3870489,1,42,37.77222165
0,18600,72860,90347,DebtCon,Other,0,1,1,104.0404669,2,26,36.02592528
1,18600,73473,105848,HomeImp,Mgr,9,0,4,186.7128357,1,14,27.64603658
1,18600,23850,61808,HomeImp,Other,12,0,0,46.94616405,0,8,40.8529275
