net.profit...total.assets ,current.assets...short.term.liabilities ,EBIT...total.assets ,X.gross.profit...extraordinary.items...financial.expenses....total.assets ,gross.profit...short.term.liabilities,X.gross.profit...interest....total.assets ,X.gross.profit...depreciation....total.liabilities ,gross.profit...total.assets ,gross.profit..in.3.years....total.assets ,X.net.profit...depreciation....total.liabilities ,current.assets...total.liabilities ,class
0.090349,3.482,0.090349,0.090349,1.8558,0.090349,0.25059,0.090349,0.051294,0.25059,0.28637,0
0.19855,1.6739,0.24631,0.24631,0.58372,0.24631,0.72563,0.24631,0.41783,0.61245,1.6739,0
0.19177,1.7216,0.23872,0.26167,0.41099,0.23872,0.41417,0.23872,0.43942,0.33333,1.7216,0
0.21699,2.7515,0.27192,0.27192,0.91915,0.27192,1.0219,0.27192,0.6271,0.83627,2.7515,0
-0.044556,0.759,-0.042472,-0.042472,-0.072029,-0.042472,-0.063593,-0.042472,-0.042472,-0.067128,0.759,0
0.070173,7.0001,0.08794,0.08794,0.80626,0.08794,1.1382,0.08794,0.32991,0.97535,7.0001,0
0.024979,3.0388,0.024979,0.026605,0.19398,0.024979,0.23364,0.024979,0.024979,0.23364,1.2482,0
0.081056,2.6265,0.081056,0.081056,0.30768,0.081056,0.427,0.081056,0.19205,0.427,2.6265,0
0.033137,1.9581,0.029466,0.06218,0.078834,0.029466,0.070295,0.029466,0.055195,0.075529,1.0436,0
0.29721,2.1538,0.29721,0.29721,0.88441,0.29721,2.663,0.29721,0.57561,2.663,2.0785,0
-0.032345,4.2308,-0.03847,0.056567,-0.18746,-0.03847,-0.04884,-0.03847,-0.026627,-0.021626,3.8573,0
0.023366,3.7053,0.023597,0.023597,3.3366,0.023597,3.2081,0.023597,0.011865,3.1813,3.0507,0
0.061365,0.74422,0.062366,0.062366,0.090524,0.062366,0.15601,0.062366,0.10617,0.15456,0.74422,0
-0.13189,1.3918,-0.13189,-0.10132,-0.25975,-0.13189,-0.18602,-0.13189,-0.1224,-0.18602,1.2684,0
0.11884,0.66506,0.12063,0.13,0.18872,0.12063,0.25438,0.12063,0.25013,0.25173,0.63077,0
0.193,1.8296,0.19028,0.19028,0.84779,0.19028,1.3065,0.19028,0.56024,1.3185,1.8158,0
0.046676,1.4298,0.058847,0.093893,0.22129,0.058847,0.24353,0.058847,0.067905,0.21164,0.99634,0
0.034912,4.0111,0.045308,0.058064,0.26089,0.045308,0.1656,0.045308,0.081819,0.13789,1.8571,0
0.24776,2.8567,0.31147,0.31147,0.94379,0.31147,1.0216,0.31147,0.37562,0.8285,2.8567,0
0.1082,1.7749,0.13596,0.13596,0.26273,0.13596,0.2963,0.13596,0.22482,0.24477,1.7051,0
0.30662,11.073,0.30662,0.30697,4.0067,0.30662,2.3626,0.30662,0.30662,2.3626,5.7631,0
0.021742,0.9042,0.021742,0.021742,0.044158,0.021742,0.12444,0.021742,0.065931,0.12444,0.79783,0
-0.003314,1.1233,0.00998,0.042236,0.011315,0.00998,0.012658,0.00998,0.00998,-0.002415,1.1233,0
0.28129,1.7267,0.34881,0.36254,1.4872,0.34881,1.3519,0.34881,0.34881,1.1267,1.3505,0
0.66963,1.3475,0.66963,0.70477,1.5667,0.66963,1.5248,0.66963,1.3361,1.5248,1.3115,0
0.076382,1.0303,0.096153,0.096153,0.20626,0.096153,0.31147,0.096153,0.20371,0.27003,1.0068,0
0.20362,2.422,0.25738,0.27917,0.87444,0.25738,0.90312,0.25738,0.38869,0.73147,2.2763,0
0.10599,2.2599,0.13488,0.16065,0.39651,0.13488,0.47184,0.13488,0.25067,0.39618,2.0131,0
0.046705,1.6205,0.040744,0.06059,0.10552,0.040744,0.16187,0.040744,0.099038,0.17412,1.2861,0
0.2681,2.5752,0.33135,0.33135,1.5538,0.33135,1.3974,0.33135,0.76743,1.1711,1.9651,0
0.039372,1.3815,0.048712,0.048712,0.12778,0.048712,0.24852,0.048712,0.24886,0.22605,1.2671,0
-0.011039,2.3571,-0.011039,-0.010282,-0.029881,-0.011039,0.032559,-0.011039,-0.011039,0.032559,2.2688,0
0.097246,3.9644,0.12252,0.1276,0.85211,0.12252,1.216,0.12252,0.24222,1.0414,3.9388,0
0.25946,1.2913,0.33191,0.33191,0.49085,0.33191,0.51888,0.33191,0.33457,0.41344,1.2706,0
0.22949,4.1519,0.28424,0.28424,1.779,0.28424,2.1241,0.28424,0.67281,1.7874,4.08,0
0.081859,0.93669,0.081859,0.090284,0.090989,0.081859,0.26019,0.081859,-0.042065,0.26019,0.87865,0
0.016059,4.993,0.031542,0.031542,0.16899,0.031542,0.20307,0.031542,0.67313,0.12013,4.993,0
0.18789,2.4933,0.19147,0.19147,0.56611,0.19147,0.63992,0.19147,0.22024,0.62934,2.4868,0
0.057689,11.017,0.067216,0.085916,0.88742,0.067216,1.0343,0.067216,0.2005,0.92631,9.4632,0
0.19633,2.1163,0.23899,0.26405,0.52987,0.23899,0.45646,0.23899,0.31627,0.38001,1.7106,0
0.10407,3.221,0.1325,0.1325,0.67013,0.1325,0.65403,0.1325,0.53409,0.53207,2.7326,0
0.038784,1.2134,0.038784,0.043246,0.11568,0.038784,0.22791,0.038784,0.038784,0.22791,0.59203,0
0.11584,2.509,0.11328,0.11328,0.34844,0.11328,0.40623,0.11328,0.17749,0.41398,2.4681,0
0.1181,1.5644,0.1523,0.1523,0.27179,0.1523,0.36327,0.1523,0.1523,0.30224,1.5644,0
0.069186,1.3769,0.10215,0.10215,0.17748,0.10215,0.20029,0.10215,0.2571,0.14302,1.3769,0
-0.00727,0.48857,-0.00426,-0.00426,-0.004274,-0.00426,-0.002535,-0.00426,-0.034202,-0.005549,0.48773,0
0.061651,1.9917,0.075789,0.1306,0.15748,0.075789,0.097295,0.075789,0.10831,0.0814,1.0777,0
0.069133,2.881,0.087837,0.087837,0.50913,0.087837,0.61057,0.087837,0.03357,0.5193,2.4252,0
0.34132,2.0192,0.42148,0.42148,1.0673,0.42148,1.0923,0.42148,0.42148,0.88934,2.0192,0
0.16948,2.7706,0.21864,0.22169,0.61605,0.21864,0.5207,0.21864,0.3729,0.40776,2.2588,0
0.07191,1.152,0.07191,0.10462,0.095072,0.07191,0.14467,0.07191,0.19828,0.14467,1.152,0
0.078455,1.3263,0.097379,0.097379,0.21271,0.097379,0.22312,0.097379,0.1751,0.19352,0.94971,0
0.037787,1.0322,0.049355,0.069243,0.079405,0.049355,0.12317,0.049355,0.11877,0.10792,0.84578,0
0.046517,2.5801,0.063559,0.063559,0.22355,0.063559,0.31322,0.063559,0.16437,0.25328,2.5801,0
0.3351,1.7212,0.41571,0.41479,0.71549,0.41571,0.71441,0.41571,0.41571,0.57627,1.7138,0
0.074772,3.0767,0.088567,0.10543,0.49092,0.088567,0.28814,0.088567,0.26052,0.25497,1.3345,0
-0.017262,6.0461,0.35086,0.35181,2.6531,0.35086,2.0139,0.35086,0.35086,-0.02567,4.4301,0
0.006613,2.936,0.007671,0.00973,0.022929,0.007671,0.013911,0.007671,0.007671,0.012852,0.98233,0
0.14899,1.5264,0.18189,0.18189,0.32326,0.18189,0.34524,0.18189,0.71693,0.28676,1.5264,0
0.005923,1.0922,0.006653,0.10198,0.007338,0.006653,0.01318,0.006653,0.071647,0.012377,1.0895,0
0.059094,1.1946,0.067785,0.13415,0.1278,0.067785,0.10143,0.067785,0.11599,0.089729,0.85319,0
0.092481,2.2293,0.12426,0.12426,0.38815,0.12426,0.48447,0.12426,0.29,0.40284,1.8334,0
0.090728,1.3794,0.11264,0.11264,0.18815,0.11264,0.22096,0.11264,0.31197,0.18469,1.3667,0
0.25628,1.5138,0.25628,0.27875,0.66457,0.25628,0.59842,0.25628,0.36721,0.59842,1.1553,0
0.30436,2.3373,0.37764,0.37764,1.1855,0.37764,1.2835,0.37764,0.99382,1.0535,2.3373,0
0.34759,4.1371,0.43601,0.44185,1.8962,0.43601,1.9253,0.43601,0.72093,1.5408,4.1371,0
0.07506,1.734,0.096393,0.11778,0.3689,0.096393,0.32484,0.096393,0.20775,0.26904,1.1852,0
0.092824,1.6616,0.11576,0.11576,0.31444,0.11576,0.37379,0.11576,0.26061,0.31149,1.6616,0
0.10562,3.825,0.1318,0.1318,0.68117,0.1318,0.85005,0.1318,0.39356,0.72087,3.6522,0
0.13243,5.1757,0.16537,0.16738,1.1662,0.16537,1.1915,0.16537,0.16537,0.99379,4.404,0
0.12819,2.1796,0.16614,0.16614,0.82839,0.16614,0.31335,0.16614,0.33763,0.25694,0.64979,0
0.12707,3.5467,0.12707,0.13514,0.54893,0.12707,0.50378,0.12707,0.22326,0.50378,2.9476,0
0.044544,1.5873,0.049999,0.049999,0.11954,0.049999,0.11491,0.049999,0.077079,0.10636,1.04,0
0.080473,1.0775,0.099778,0.1052,0.16302,0.099778,0.30461,0.099778,0.14121,0.2754,0.99766,0
0.098959,1.0065,0.098959,0.10621,0.11003,0.098959,0.11884,0.098959,0.21861,0.11884,1.0064,0
-0.10761,1.1537,-0.10658,-0.091371,-0.18172,-0.10658,-0.076298,-0.10658,-0.075535,-0.078055,1.1517,0
1.577,2.0819,1.577,1.6001,3.3894,1.577,3.4274,1.577,2.7951,3.4274,2.0819,0
0.21571,2.6683,0.17794,0.20882,1.0851,0.17794,0.5996,0.17794,0.20329,0.69036,1.0513,0
0.036467,0.86295,0.040194,0.040194,0.063128,0.040194,0.09735,0.040194,0.07493,0.092964,0.64658,0
0.053448,2.4396,0.063194,0.11714,0.27688,0.063194,0.24663,0.063194,0.063194,0.22336,1.3293,0
0.091116,2.0829,0.1194,0.1194,0.37631,0.1194,0.49294,0.1194,0.46482,0.40995,1.9391,0
0.23232,4.3189,0.29066,0.29066,1.6906,0.29066,1.9046,0.29066,0.64403,1.5653,4.3189,0
0.072103,1.0256,0.075754,0.075754,0.13269,0.075754,0.19136,0.075754,0.075754,0.18497,1.0256,0
0.074207,0.39461,0.11743,0.11743,0.091429,0.11743,0.11043,0.11743,-0.10903,0.077691,0.3839,0
-0.12867,0.58425,-0.12867,-0.12867,-0.19337,-0.12867,-0.11256,-0.12867,-0.12867,-0.11256,0.39396,0
-0.092024,0.70792,-0.092024,-0.014811,-0.10952,-0.092024,-0.038175,-0.092024,-0.24204,-0.038175,0.61694,0
0.19183,4.4422,0.24386,0.24386,1.7208,0.24386,2.0329,0.24386,0.57717,1.6657,4.4422,0
0.083149,1.0399,0.092225,0.092225,0.87302,0.092225,1.0883,0.092225,0.36097,1.0097,0.95145,0
0.012276,1.0367,0.025163,0.025163,0.03407,0.025163,0.092994,0.025163,0.073616,0.075544,1.0367,0
-0.12686,0.80017,-0.12713,-0.12713,-0.17479,-0.12713,-0.089204,-0.12713,-0.12713,-0.088866,0.74736,0
0.31921,2.1493,0.31921,0.31921,1.0986,0.31921,1.2809,0.31921,0.48514,1.2809,2.1493,0
0.24464,1.4886,0.36386,0.40554,0.6366,0.36386,0.70105,0.36386,0.70368,0.50094,1.4281,0
0.15521,0.99733,0.17709,0.20393,0.28291,0.17709,0.37914,0.17709,0.20105,0.34552,0.95917,0
0.091915,2.285,0.13115,0.16464,0.3206,0.13115,0.3828,0.13115,0.40777,0.28823,2.2532,0
0.009956,1.0357,0.009956,0.033743,0.022281,0.009956,0.10314,0.009956,0.045628,0.10314,0.91708,0
0.092306,1.6835,0.092306,0.095238,0.27717,0.092306,1.9193,0.092306,0.092306,1.9193,1.2268,0
-0.15617,0.83976,-0.15617,-0.10856,-0.26216,-0.15617,-0.21511,-0.15617,-0.1483,-0.21511,0.83509,0
0.16486,4.9585,0.20573,0.20685,1.3232,0.20573,1.4157,0.20573,0.30236,1.1685,4.6616,0
0.06141,2.0536,0.084188,0.084188,0.19781,0.084188,0.24031,0.084188,0.084188,0.18845,1.9898,0
0.2242,1.9089,0.27834,0.29133,0.53134,0.27834,0.53134,0.27834,0.5464,0.42798,1.9089,0
0.22027,1.9061,0.27508,0.2793,0.95111,0.27508,0.97163,0.27508,0.38154,0.79505,1.7764,0
0.053952,1.5009,0.07149,0.07149,0.18409,0.07149,0.2823,0.07149,0.31404,0.24163,1.3517,0
0.060718,1.0759,0.07603,0.095523,0.12283,0.07603,0.17653,0.07603,0.12745,0.15346,1.0034,0
-0.17481,1.5814,-0.17481,-0.17481,-0.29229,-0.17481,-0.29229,-0.17481,-0.082104,-0.29229,1.5814,0
0.19736,1.6585,0.24725,0.24725,0.49921,0.24725,0.5892,0.24725,0.45429,0.48847,1.6585,0
0.087262,0.97416,0.087262,0.0981,0.11623,0.087262,5.7437,0.087262,0.20686,5.7437,0.94257,0
0.1297,1.53,0.1297,0.1297,0.21396,0.1297,9.5027,0.1297,0.15349,9.5027,1.5004,0
0.15235,2.8942,0.1912,0.19815,0.99695,0.1912,1.0844,0.1912,0.1912,0.88185,2.8942,0
0.081678,2.7071,0.10179,0.10592,0.38064,0.10179,0.30165,0.10179,0.2643,0.25401,1.7149,0
0.065748,3.7393,0.085038,0.086237,0.41599,0.085038,0.51611,0.085038,0.36534,0.44919,2.6519,0
0.055414,1.5581,0.068698,0.077508,0.10901,0.068698,0.14302,0.068698,0.068698,0.12194,1.5581,0
0.043622,2.4035,0.043622,0.094228,0.1212,0.043622,0.1212,0.043622,0.043622,0.1212,2.4035,0
0.11474,1.6353,0.14151,0.14693,0.37853,0.14151,0.43397,0.14151,0.14151,0.37328,1.3857,0
0.22767,1.6669,0.22767,0.24625,0.43991,0.22767,0.4597,0.22767,0.4594,0.4597,1.6258,0
0.10337,1.5108,0.12789,0.15144,0.35569,0.12789,0.538,0.12789,0.26366,0.46981,1.5108,0
0.00096,2.2584,0.00096,0.01891,0.004495,0.00096,0.18003,0.00096,0.048373,0.18003,1.1609,0
0.33509,8.3695,0.41061,0.44053,4.3577,0.41061,3.6414,0.41061,0.72959,2.9823,6.8822,0
0.11506,1.43,0.13619,0.14782,0.24751,0.13619,0.30517,0.13619,0.26248,0.26885,1.3525,0
0.12611,1.1595,0.12611,0.13272,0.2601,0.12611,0.18191,0.12611,0.18541,0.18191,0.81099,0
0.007686,1.4096,0.01836,0.025619,0.076241,0.01836,0.21973,0.01836,0.01836,0.19363,0.82985,0
0.007925,1.118,0.035095,0.10013,0.042066,0.035095,0.063522,0.035095,0.049336,0.031583,1.0964,0
0.3792,1.0137,0.3792,0.39447,0.81471,0.3792,0.67867,0.3792,0.3792,0.67867,0.76783,0
0.030259,1.3506,0.03743,0.046517,0.13112,0.03743,0.24445,0.03743,0.03743,0.21932,1.3506,0
0.034258,1.3525,0.034258,0.056809,0.058025,0.034258,0.085229,0.034258,0.058521,0.085229,1.2055,0
0.074372,2.1922,0.099993,0.099993,0.54676,0.099993,0.59313,0.099993,0.099993,0.48325,1.7194,0
0.16314,2.6724,0.16314,0.17239,1.1095,0.16314,1.313,0.16314,0.16314,1.313,2.6724,0
0.15648,5.2858,0.19574,0.19752,1.3535,0.19574,1.5403,0.19574,0.37114,1.2753,5.1589,0
0.0459,1.164,0.056944,0.069388,0.081754,0.056944,0.1049,0.056944,0.073973,0.089556,1.1262,0
0.089558,1.0514,0.11784,0.14992,0.24016,0.11784,0.19013,0.11784,0.11784,0.15485,0.64357,0
0.10622,1.5409,0.13141,0.13581,0.22501,0.13141,0.26968,0.13141,0.13141,0.22655,1.5409,0
0.18718,1.7822,0.2319,0.2381,0.43636,0.2319,0.46186,0.2319,0.36373,0.3784,1.7675,0
0.012368,0.76942,0.037883,0.10214,0.036452,0.037883,0.070556,0.037883,0.067685,0.046005,0.76942,0
0.96614,5.4891,0.96614,0.98274,6.3537,0.96614,6.7304,0.96614,0.96614,6.7304,5.4652,0
0.28806,1.4215,0.28806,0.28809,0.41288,0.28806,0.39586,0.28806,0.45431,0.39586,1.3559,0
0.003199,1.1248,0.007109,0.05486,0.008761,0.007109,0.02104,0.007109,0.007109,0.016222,1.1248,0
0.154,3.5091,0.21306,0.21306,1.0309,0.21306,1.2105,0.21306,0.97397,0.92476,3.5091,0
0.10315,1.053,0.12995,0.12995,0.21175,0.12995,0.21175,0.12995,0.12995,0.16808,1.053,0
0.37599,2.2624,0.37599,0.37877,1.0832,0.37599,1.2377,0.37599,0.69472,1.2377,2.2306,0
0.082083,2.2804,0.082083,0.08774,0.23288,0.082083,0.16957,0.082083,0.082083,0.16957,1.6604,0
0.5545,0.27517,0.68366,0.68366,0.25324,0.68366,0.25993,0.68366,0.54616,0.21211,0.27508,0
0.00044,1.3201,0.001729,0.001729,0.003616,0.001729,0.094862,0.001729,0.108,0.092171,1.3179,0
0.37377,4.3863,0.45892,0.45892,2.5148,0.45892,2.6671,0.45892,0.79065,2.2004,4.3863,0
0.31629,2.8433,0.3928,0.39412,1.2865,0.3928,1.5311,0.3928,0.76423,1.2829,2.8157,0
0.33601,1.2141,0.33601,0.33949,0.58976,0.33601,0.55233,0.33601,0.5881,0.55233,1.0924,0
0.017988,1.0031,0.026524,0.047152,0.043532,0.026524,0.11921,0.026524,0.026524,0.10651,0.90886,0
0.10524,2.1773,0.14272,0.14272,0.62012,0.14272,0.87052,0.14272,0.25374,0.70769,2.1773,0
0.064087,7.0466,0.098804,0.098804,0.84338,0.098804,1.3122,0.098804,0.32835,1.0261,6.8039,0
0.13258,1.3243,0.13258,0.13332,0.26049,0.13258,0.30002,0.13258,0.17498,0.30002,0.94392,0
0.026145,0.66549,0.026145,0.026145,0.046885,0.026145,0.10713,0.026145,0.026145,0.10713,0.52823,0
0.19018,3.9538,0.24128,0.24128,1.3734,0.24128,1.5515,0.24128,0.50426,1.2706,3.818,0
0.27662,1.6078,0.34919,0.34919,0.58935,0.34919,0.61314,0.34919,0.7571,0.49066,1.6078,0
0.078315,2.8646,0.090038,0.090038,0.28128,0.090038,0.35748,0.090038,0.39973,0.32161,2.8054,0
0.086855,1.2555,0.1124,0.13482,0.27237,0.1124,0.25595,0.1124,0.25028,0.21717,0.78665,0
0.003187,0.89657,0.006722,0.006722,0.008405,0.006722,0.080694,0.006722,0.006722,0.076274,0.89657,0
0.091611,1.4318,0.10985,0.10985,0.19365,0.10985,0.21671,0.10985,0.20894,0.18683,1.3304,0
0.19998,1.8173,0.25061,0.25069,0.45965,0.25061,0.47019,0.25061,0.56414,0.37739,1.816,0
0.47916,7.5369,0.59587,0.59587,6.9681,0.59587,2.1047,0.59587,1.3345,1.7324,2.0559,0
0.072747,1.1387,0.090969,0.1135,0.25394,0.090969,0.20515,0.090969,0.16372,0.17545,0.66505,0
-0.0413,3.2709,-0.030715,-0.030715,-0.15268,-0.030715,0.10509,-0.030715,-0.13455,0.054843,3.1238,0
0.13756,1.6614,0.18405,0.18713,0.75331,0.18405,0.36131,0.18405,0.18405,0.28024,0.7077,0
0.087595,2.1348,0.091655,0.091655,0.41553,0.091655,0.42771,0.091655,0.47759,0.41829,1.0927,0
0.1122,2.7252,0.1513,0.15451,0.63299,0.1513,0.83041,0.1513,0.1513,0.67233,2.6339,0
-0.03957,1.1162,-0.041695,-0.041695,-0.1746,-0.041695,0.092994,-0.041695,0.074587,0.095781,0.34974,0
0.16872,4.2458,0.20951,0.20951,2.0736,0.20951,3.1478,0.20951,0.47154,2.744,4.2458,0
0.04724,1.6346,0.055858,0.055858,0.14139,0.055858,0.11452,0.055858,0.17983,0.10308,0.85741,0
0.048539,1.052,0.059355,0.059355,0.072807,0.059355,0.10377,0.059355,0.084312,0.090508,1.052,0
-0.053228,0.89274,-0.062654,-0.062654,-0.095498,-0.062654,-0.031586,-0.062654,0.02365,-0.018198,0.83187,0
0.002669,0.9686,0.005776,0.005776,0.007299,0.005776,0.022256,0.005776,0.049649,0.018804,0.8518,0
0.03527,1.2485,0.050531,0.095986,0.10773,0.050531,0.20291,0.050531,0.18763,0.17483,1.0775,0
0.040553,1.1184,0.040553,0.046647,0.045938,0.040553,0.047372,0.040553,0.019772,0.047372,1.0307,0
0.10808,0.53287,0.10808,0.1255,0.081825,0.10808,0.10451,0.10808,0.16917,0.10451,0.53161,0
0.092919,2.0757,0.11281,0.11898,0.34364,0.11281,0.33672,0.11281,0.28252,0.2854,1.7576,0
0.19596,1.7087,0.246,0.246,0.77413,0.246,0.71158,0.246,0.50517,0.59542,1.2604,0
0.36828,2.0493,0.36859,0.36859,1.3968,0.36859,1.2242,0.36859,0.74268,1.2232,1.6408,0
0.094811,1.4268,0.11782,0.11782,0.28631,0.11782,0.35291,0.11782,0.19754,0.31633,0.93346,0
0.17638,1.1839,0.22417,0.22417,0.44725,0.22417,0.41467,0.22417,0.34266,0.3332,1.0115,0
0.1559,1.8896,0.19573,0.19924,0.58925,0.19573,0.5553,0.19573,0.29135,0.45704,1.5485,0
0.062876,1.5036,0.081643,0.081643,0.27153,0.081643,0.30205,0.081643,0.095038,0.2528,1.1864,0
0.020363,1.5963,0.024286,0.024286,0.067116,0.024286,0.16947,0.024286,0.098781,0.16157,1.1632,0
0.14459,4.5609,0.17851,0.17851,1.3755,0.17851,1.5771,0.17851,0.43419,1.3158,4.5609,0
-0.12215,1.055,-0.147,-0.147,-0.31527,-0.147,-0.19679,-0.147,0.13387,-0.15685,0.79052,0
0.099527,1.7876,0.12453,0.1413,0.56929,0.12453,0.62721,0.12453,0.24459,0.53935,1.3737,0
0.056093,1.6093,0.071484,0.071484,0.14119,0.071484,0.1986,0.071484,0.44341,0.16928,1.5525,0
-0.000715,4.128,-0.004004,-0.004004,-0.017643,-0.004004,0.007805,-0.004004,0.26618,0.022298,4.128,0
0.17704,2.9898,0.21497,0.24495,1.7798,0.21497,1.2285,0.21497,0.28764,1.0666,1.5417,0
0.15417,2.5048,0.20127,0.24785,0.58489,0.20127,0.51452,0.20127,0.20127,0.42484,1.6409,0
0.67996,2.6934,0.67996,0.71294,2.7002,0.67996,2.7371,0.67996,0.94594,2.7371,2.5808,0
0.28412,2.2454,0.28412,0.29705,0.97567,0.28412,4.0836,0.28412,0.4633,4.0836,2.1769,0
0.007329,1.5432,0.012665,0.012665,0.034031,0.012665,0.20251,0.012665,0.039693,0.18818,1.5432,0
0.066007,7.1359,0.066007,0.066576,0.72664,0.066007,0.63072,0.066007,0.066007,0.63072,6.121,0
0.072141,1.4872,0.090954,0.090954,0.26185,0.090954,0.33137,0.090954,0.44133,0.2823,1.3474,0
0.014669,0.81121,0.014669,0.014669,0.031318,0.014669,0.088391,0.014669,-0.34487,0.088391,0.60543,0
0.18875,3.0983,0.2342,0.2342,0.87951,0.2342,1.0225,0.2342,0.40643,0.85183,3.0983,0
0.027224,1.3529,0.029898,0.040836,0.088937,0.029898,0.061133,0.029898,0.06733,0.057836,0.56068,0
0.065211,2.6506,0.090203,0.097771,0.33183,0.090203,0.41309,0.090203,0.1313,0.32154,2.6394,0
0.1336,2.8687,0.16942,0.16942,0.58308,0.16942,0.67772,0.16942,0.16942,0.55446,2.8687,0
0.21248,1.1125,0.21248,0.21248,0.32115,0.21248,0.26586,0.21248,0.21248,0.26586,0.89196,0
0.099064,0.59414,0.099064,0.099064,0.18933,0.099064,0.27331,0.099064,0.295,0.27331,0.41685,0
-0.034507,1.4464,-0.002887,0.018778,-0.004264,-0.002887,0.02197,-0.002887,0.23247,-0.012143,1.0565,0
0.032872,0.94815,0.045656,0.045656,0.077953,0.045656,0.10946,0.045656,0.094887,0.090932,0.80489,0
0.27804,4.1284,0.27804,0.29181,1.191,0.27804,9.0191,0.27804,0.27804,9.0191,4.1284,0
0.24635,1.019,0.28854,0.29538,0.38159,0.28854,0.3811,0.28854,0.37386,0.32903,0.95091,0
0.14544,1.9308,0.14544,0.14779,0.41431,0.14544,1.3739,0.14544,0.29213,1.3739,1.916,0
0.012757,1.2872,0.02219,0.052588,0.043954,0.02219,0.073037,0.02219,0.051207,0.059568,0.92789,0
0.23588,1.2062,0.23588,0.23603,0.33004,0.23588,0.7937,0.23588,0.52036,0.7937,1.2062,0
0.12698,0.83844,0.16183,0.16183,0.25505,0.16183,0.2678,0.16183,0.21543,0.22053,0.72161,0
0.51957,2.1846,0.51957,0.54599,1.2486,0.51957,1.3114,0.51957,1.0529,1.3114,2.1846,0
0.27453,2.8385,0.27993,0.27993,1.2404,0.27993,1.0385,0.27993,0.57748,1.0202,2.1718,0
0.021228,1.1071,0.033741,0.068879,0.089206,0.033741,0.22182,0.033741,0.085942,0.18873,1.1071,0
0.057599,1.1807,0.081271,0.10102,0.10186,0.081271,0.11448,0.081271,0.081271,0.089977,0.97501,0
0.31043,2.3584,0.39036,0.39036,1.0759,0.39036,1.1545,0.39036,1.2621,0.93421,2.3584,0
0.02234,1.3645,0.02859,0.077026,0.056513,0.02859,0.28409,0.02859,0.068532,0.27196,1.3397,0
0.081845,1.5256,0.11502,0.11502,0.29446,0.11502,0.32916,0.11502,0.11502,0.26148,1.2157,0
0.051144,1.1091,0.065644,0.065644,0.12101,0.065644,0.15625,0.065644,0.23889,0.1341,0.9192,0
0.02119,1.1016,0.029488,0.061369,0.037102,0.029488,0.056183,0.029488,0.029488,0.046243,1.0487,0
0.1345,1.6211,0.17191,0.19809,0.39833,0.17191,0.39483,0.17191,0.24704,0.32103,1.3804,0
0.38107,2.2954,0.38107,0.38107,2.2924,0.38107,2.158,0.38107,0.71068,2.158,1.9622,0
0.10566,1.6892,0.13266,0.13266,0.37961,0.13266,0.48978,0.13266,0.33443,0.43092,1.2864,0
0.067852,1.375,0.082736,0.1081,0.2116,0.082736,0.15901,0.082736,0.082736,0.1387,0.73386,0
0.095654,2.0858,0.11607,0.11607,0.30035,0.11607,0.48204,0.11607,0.28378,0.431,2.0148,0
0.055476,0.893,0.068866,0.068866,0.094701,0.068866,0.10973,0.068866,0.14246,0.091312,0.893,0
0.024977,1.1339,0.034155,0.034155,0.055656,0.034155,0.10579,0.034155,0.32684,0.091382,1.0925,0
0.12685,1.8596,0.16413,0.1837,0.38922,0.16413,0.35606,0.16413,0.16413,0.27927,1.6155,0
-0.86531,1.9945,-0.83343,-0.83343,-1.8235,-0.83343,-0.44147,-0.83343,-1.4518,-0.45972,0.52185,0
0.19414,0.93631,0.24186,0.24186,0.36381,0.24186,0.48608,0.24186,0.67135,0.4143,0.93631,0
-0.000784,1.1493,-0.000941,-0.000941,-0.00113,-0.000941,0.29322,-0.000941,-0.030203,0.29341,1.1493,0
0.068533,2.1668,0.068533,0.068533,0.45932,0.068533,0.27174,0.068533,0.044792,0.27174,0.56767,0
0.079456,1.7042,0.10145,0.10145,0.36112,0.10145,0.38861,0.10145,0.20146,0.33458,1.1763,0
0.19807,3.5775,0.24564,0.25627,1.0364,0.24564,1.0634,0.24564,0.40959,0.8682,3.4802,0
0.035712,1.3261,0.036625,0.036625,0.074318,0.036625,0.12759,0.036625,0.056064,0.12582,1.2679,0
0.12782,1.9984,0.16013,0.16013,0.57828,0.16013,0.51873,0.16013,0.35951,0.44012,1.3462,0
-0.017584,1.2003,-0.017584,-0.017584,-0.044088,-0.017584,-0.010608,-0.017584,-0.017584,-0.010608,0.52546,0
0.070081,1.2443,0.12099,0.12099,0.15938,0.12099,0.16693,0.12099,0.10798,0.099869,1.2443,0
-0.060223,0.7211,-0.059088,-0.059088,-0.17123,-0.059088,0.070954,-0.059088,-0.001667,0.06823,0.59706,0
0.28873,4.3671,0.37716,0.37716,3.5912,0.37716,3.997,0.37716,0.31805,3.1549,4.3671,0
0.20448,2.239,0.25453,0.25453,0.71164,0.25453,0.78872,0.25453,0.54302,0.64877,2.239,0
0.22254,1.6105,0.27218,0.27218,0.62983,0.27218,0.63459,0.27218,0.44555,0.53943,1.3342,0
0.14994,2.6619,0.18971,0.19905,0.53809,0.18971,0.59845,0.18971,0.40445,0.48941,2.5734,0
0.21853,2.7493,0.27894,0.27894,1.1478,0.27894,1.3423,0.27894,0.62788,1.0938,2.7493,0
-0.26876,0.46729,-0.26934,-0.26934,-0.2079,-0.26934,-0.1553,-0.26934,-0.48642,-0.1549,0.42165,0
